NOME_PRODUTO,CATEGORIA_REGULATORIA,NUMERO_REGISTRO_PRODUTO,DATA_VENCIMENTO_REGISTRO,CLASSE_TERAPEUTICA,EMPRESA_DETENTORA_REGISTRO,PRINCIPIO_ATIVO,BULA BAIXADA?,NAO TEM BULA!
AMINOSTERIL N-HEPA 8%,ESPECÍFICO,100410133,01/12/2028,NUTRIENTES PARENTERAIS,49324221000104 - FRESENIUS KABI BRASIL LTDA,ACETATO DE LISINA +  ACETILCISTEÍNA +  ALANINA +  ARGININA +  FENILALAMINA +  GLICINA +  HISTIDINA +  ISOLEUCINA +  LEUCINA +  LEVOVALINA +  PROLINA +  SERINA +  TREONINA +  TRIPTOFANO +  METIONINA (11 C),,
AMINOVEN,ESPECÍFICO,100419935,01/10/2026,NUTRIENTES PARENTERAIS,49324221000104 - FRESENIUS KABI BRASIL LTDA,ACETATO DE LISINA +  ALANINA +  ARGININA +  FENILALANINA +  GLICINA +  HISTIDINA +  ISOLEUCINA +  L-ALANINA +  L-FENILALANINA +  L-HISTIDINA +  L-ISOLEUCINA +  L-LEUCINA +  L-METIONINA +  L-PROLINA +  L-SERINA +  L-TREONINA +  L-TRIPTOFANO +  LEUCINA +  LEVOVALINA +  PROLINA +  SERINA +  TAURINA +  TIROSINA +  TREONINA +  TRIPTOFANO,,
AMIXAL,ESPECÍFICO,100850145,01/09/2029,NUTRIENTES PARENTERAIS,31673254000102 - LABORATÓRIOS B. BRAUN S/A,ACETATO DE LISINA +  ALANINA +  ARGININA +  FENILALANINA +  GLICINA +  HISTIDINA +  ISOLEUCINA +  LEUCINA +  LISINA +  PROLINA +  SERINA +  TIROSINA +  TREONINA +  TRIPTOFANO +  VALINA +  LEVOMETIONINA +  METIONINA (11 C) +  ÁCIDO ASPÁRTICO +  ÁCIDO GLUTÂMICO,,
Aminoven 10% Infant,ESPECÍFICO,100410159,01/01/2028,NUTRIENTES PARENTERAIS,49324221000104 - FRESENIUS KABI BRASIL LTDA,ACETATO DE LISINA +  ACETILCISTEÍNA +  ACETILTIROSINA +  ALANINA +  ARGININA +  FENILALANINA +  GLICINA +  HISTIDINA +  ISOLEUCINA +  L-METIONINA +  LEUCINA +  LEVOVALINA +  PROLINA +  SERINA +  TAURINA +  TREONINA +  TRIPTOFANO +  ÁCIDO MÁLICO,,
DIPEPTIVEN,ESPECÍFICO,100419926,01/01/2028,NUTRIENTES PARENTERAIS,49324221000104 - FRESENIUS KABI BRASIL LTDA,ALANILGLUTAMINA,,
GLICOSE,ESPECÍFICO,155920006,01/10/2029,NUTRIENTES PARENTERAIS,04459117000199 - SAMTEC BIOTECNOLOGIA LIMITADA,GLICOSE,,
GLICOSE  HYPOFARMA,ESPECÍFICO,103870016,01/01/2029,NUTRIENTES PARENTERAIS,17174657000178 - HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,GLICOSE ANIDRA,,
"GLICOSE A 5% + CLORETO DE SÓDIO A 0,9%",ESPECÍFICO,100850006,01/10/2029,NUTRIENTES PARENTERAIS,31673254000102 - LABORATÓRIOS B. BRAUN S/A,CLORETO DE SÓDIO +  GLICOSE,,
GLICOSE BEKER,ESPECÍFICO,103460005,01/02/2027,NUTRIENTES PARENTERAIS,47231121000108 - BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA,GLICOSE,,
GLICOSE MONOIDRATADA,ESPECÍFICO,100431050,01/10/2028,NUTRIENTES PARENTERAIS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,GLICOSE MONOIDRATADA,,
GLYCOPHOS,ESPECÍFICO,100419937,01/11/2027,NUTRIENTES PARENTERAIS,49324221000104 - FRESENIUS KABI BRASIL LTDA,GLICEROFOSFATO DE SÓDIO,,
JP GLICOSE,ESPECÍFICO,104910020,01/10/2029,NUTRIENTES PARENTERAIS,55972087000150 - JP INDUSTRIA FARMACEUTICA S/A,GLICOSE,,
KABIVEN,ESPECÍFICO,100419938,01/01/2028,NUTRIENTES PARENTERAIS,49324221000104 - FRESENIUS KABI BRASIL LTDA,ACETATO DE SÓDIO TRI-HIDRATADO  +  ALANINA +  ARGININA +  CLORETO DE CÁLCIO DI-HIDRATADO +  CLORETO DE POTÁSSIO +  CLORIDRATO DE LISINA +  FENILALANINA +  GLICEROFOSFATO DE SÓDIO +  GLICINA +  GLICOSE MONOIDRATADA +  HISTIDINA +  ISOLEUCINA +  LEUCINA +  LEVOVALINA +  PROLINA +  SERINA +  SULFATO DE MAGNÉSIO HEPTAIDRATADO +  TIROSINA +  TREONINA +  TRIPTOFANO +  METIONINA (11 C,,
LIPIDEM,ESPECÍFICO,100850138,01/05/2027,NUTRIENTES PARENTERAIS,31673254000102 - LABORATÓRIOS B. BRAUN S/A,TRIGLICERÍDEOS DE CADEIA MÉDIA +  TRIGLICERÍDIOS C10-18 +  ÓLEO DE SOJA,,
LIPOFUNDIN,ESPECÍFICO,100850013,01/03/2029,NUTRIENTES PARENTERAIS,31673254000102 - LABORATÓRIOS B. BRAUN S/A,TRIGLICERÍDEOS DE CADEIA MÉDIA +  ÓLEO DE SOJA,,
LIPOVENOS,ESPECÍFICO,100410048,01/06/2025,NUTRIENTES PARENTERAIS,49324221000104 - FRESENIUS KABI BRASIL LTDA,GLICEROL +  LECITINA DE OVO +  ÓLEO DE SOJA,,
LIPOVENOS  MCT,ESPECÍFICO,100419931,01/05/2025,NUTRIENTES PARENTERAIS,49324221000104 - FRESENIUS KABI BRASIL LTDA,LECITINA DE OVO +  TRIGLICERÍDEOS CADEIA MÉDIA +  TRIGLICERÍDEOS DE CADEIA MÉDIA +  ÓLEO DE SOJA,,
NEO-ZINCTRACE,ESPECÍFICO,119090016,01/11/2025,NUTRIENTES PARENTERAIS,62488184000138 - INPHARMA LABORATORIOS LTDA,SULFATO DE ZINCO HEPTAIDRATADO,,
NEPHROTECT,ESPECÍFICO,100410131,01/01/2028,NUTRIENTES PARENTERAIS,49324221000104 - FRESENIUS KABI BRASIL LTDA,ACETATO DE LISINA +  GLICINA +  L-ALANINA +  L-ARGININA +  L-FENILALANINA +  L-HISTIDINA +  L-ISOLEUCINA +  L-LEUCINA +  L-METIONINA +  L-PROLINA +  L-SERINA +  L-TIROSINA +  L-TREONINA +  L-TRIPTOFANO +  LEVOVALINA +  N-ACETIL CISTEÍNA +  GLICILTIROSINA,,
NOVOPHOS,ESPECÍFICO,164000014,01/08/2031,NUTRIENTES PARENTERAIS,05155425000193 - CASULA & VASCONCELOS INDÚSTRIA FARMACÊUTICA E COMÉRCIO LTDA,GLICEROFOSFATO DE SÓDIO,,
NUTRIFLEX LIPID,ESPECÍFICO,100850124,01/07/2027,NUTRIENTES PARENTERAIS,31673254000102 - LABORATÓRIOS B. BRAUN S/A,ACETATO DE MAGNÉSIO TETRAIDRATADO +  ACETATO DE POTÁSSIO +  ACETATO DE SÓDIO TRIIDRATADO +  ACETATO DE ZINCO +  ALANINA +  ARGININA +  CLORETO DE SÓDIO +  CLORIDRATO DE HISTIDINA MONOIDRATADO +  CLORIDRATO DE LISINA +  FENILALANINA +  FOSFATO DIIDROGENADO DE SÓDIO +  GLICOSE MONOHIDRATADA +  GLICOSE MONOIDRATADA +  HIDROXIDO DE SODIO +  HIDRÓXIDO DE SÓDIO +  ISOLEUCINA +  LEUCI,,
NUTRIFLEX PLUS,ESPECÍFICO,100850109,01/04/2028,NUTRIENTES PARENTERAIS,31673254000102 - LABORATÓRIOS B. BRAUN S/A,ACETATO DE MAGNÉSIO TETRAIDRATADO +  ACETATO DE SÓDIO TRIHIDRATADO +  ALANINA +  ARGININA MONOGLUTAMATO +  CLORIDRATO DE HISTIDINA MONOIDRATADO +  CLORIDRATO DE LISINA +  FENILALANINA +  FOSFATO DIIDROGENADO DE SÓDIO +  GLICINA +  GLICOSE MONOHIDRATADA +  HIDRÓXIDO DE POTÁSSIO +  HIDRÓXIDO DE SÓDIO +  ISOLEUCINA +  LEUCINA +  LEVOVALINA +  PROLINA +  SERINA +  TREONINA +  TRIPT,,
OLIG-TRAT,ESPECÍFICO,164000002,01/06/2028,NUTRIENTES PARENTERAIS,05155425000193 - CASULA & VASCONCELOS INDÚSTRIA FARMACÊUTICA E COMÉRCIO LTDA,CLORETO CRÔMICO HEXAIDRATADO +  SULFATO CÚPRICO PENTAIDRATADO +  SULFATO DE MANGANÊS MONOIDRATADO +  SULFATO DE ZINCO HEPTAIDRATADO,,
OMEGAVEN,ESPECÍFICO,100419942,01/05/2028,NUTRIENTES PARENTERAIS,49324221000104 - FRESENIUS KABI BRASIL LTDA,ÓLEO DE PEIXE,,
POLIGNUTRI,ESPECÍFICO,164000015,01/09/2031,NUTRIENTES PARENTERAIS,05155425000193 - CASULA & VASCONCELOS INDÚSTRIA FARMACÊUTICA E COMÉRCIO LTDA,CLORETO CRÔMICO HEXAIDRATADO +  SULFATO CÚPRICO PENTAIDRATADO +  SULFATO DE MANGANÊS MONOIDRATADO +  SULFATO DE ZINCO HEPTAIDRATADO +  ÁCIDO SELENIOSO,,
PRIMENE,ESPECÍFICO,106830098,01/10/2029,NUTRIENTES PARENTERAIS,49351786000261 - BAXTER HOSPITALAR LTDA,CLORIDRATO DE L-CISTEINA +  CLORIDRATO DE ORNITINA +  GLICINA +  L-ALANINA +  L-ARGININA +  L-CISTEÍNA +  L-FENILALANINA +  L-HISTIDINA +  L-ISOLEUCINA +  L-LEUCINA +  L-LISINA +  L-METIONINA +  L-ORNITINA +  L-PROLINA +  L-SERINA +  L-TIROSINA +  L-TREONINA +  L-TRIPTOFANO +  L-ÁCIDO GLUTÂMICO +  LEVOVALINA +  TAURINA +  ÁCIDO L-ASPÁRTICO +  ÁCIDO L-GLUTÂMICO,,
SACFER,ESPECÍFICO,164000013,01/09/2030,NUTRIENTES PARENTERAIS,05155425000193 - CASULA & VASCONCELOS INDÚSTRIA FARMACÊUTICA E COMÉRCIO LTDA,SACARATO DE ÓXIDO FÉRRICO,,
SMOFKABIVEN,ESPECÍFICO,100410150,01/07/2029,NUTRIENTES PARENTERAIS,49324221000104 - FRESENIUS KABI BRASIL LTDA,ACETATO DE LISINA +  ACETATO DE SÓDIO TRIHIDRATADO +  ALANINA +  ARGININA +  CLORETO DE POTÁSSIO +  FENILALANINA +  GLICEROFOSFATO DE SÓDIO +  GLICEROL +  GLICINA +  GLICOSE MONOHIDRATADA +  HISTIDINA +  ISOLEUCINA +  LEUCINA +  LEVOVALINA +  PROLINA +  SERINA +  SULFATO DE MAGNÉSIO HEPTAIDRATADO +  TAURINA +  TIROSINA +  TREONINA +  TRIGLICERÍDEOS DE CADEIA MÉDIA +  TRIPTOFANO,,
SMOFKABIVEN LIVRE DE ELETRÓLITOS,ESPECÍFICO,100410149,01/10/2027,NUTRIENTES PARENTERAIS,49324221000104 - FRESENIUS KABI BRASIL LTDA,ACETATO DE LISINA +  ALANINA +  ARGININA +  FENILALANINA +  GLICINA +  GLICOSE MONOHIDRATADA +  HISTIDINA +  ISOLEUCINA +  LEUCINA +  LEVOVALINA +  PROLINA +  SERINA +  TAURINA +  TIROSINA +  TREONINA +  TRIGLICERÍDEOS CADEIA MÉDIA +  TRIPTOFANO +  METIONINA (11 C) +  ÓLEO DE OLIVA +  ÓLEO DE PEIXE +  ÓLEO DE SOJA,,
SMOFLIPID 20%,ESPECÍFICO,100410112,01/07/2025,NUTRIENTES PARENTERAIS,49324221000104 - FRESENIUS KABI BRASIL LTDA,TRIGLICERÍDEOS CADEIA MÉDIA +  ÓLEO DE OLIVA +  ÓLEO DE PEIXE +  ÓLEO DE SOJA,,
SOLUÇÃO DE GLICOSE B. BRAUN,ESPECÍFICO,100850024,01/12/2029,NUTRIENTES PARENTERAIS,31673254000102 - LABORATÓRIOS B. BRAUN S/A,GLICOSE,,
SUCROFER,ESPECÍFICO,104971447,01/01/2027,NUTRIENTES PARENTERAIS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,SACARATO DE HIDRÓXIDO FÉRRICO,,
ZincTrace,ESPECÍFICO,119090018,01/04/2029,NUTRIENTES PARENTERAIS,62488184000138 - INPHARMA LABORATORIOS LTDA,SULFATO DE ZINCO HEPTAIDRATADO,,
ZELAZAFER,ESPECÍFICO,188300096,,NUTRIENTES PARENTERAIS,11643096000122 - MYLAN LABORATORIOS LTDA,SACARATO DE ÓXIDO FÉRRICO,,
OCITOCINA,GENÉRICO,116370072,01/06/2025,OCITOCICOS HORMONAIS,58430828000160 - BLAU FARMACÊUTICA S.A.,OCITOCINA,,
OXITON,SIMILAR,104970149,01/01/2025,OCITOCICOS HORMONAIS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,OCITOCINA,,
SYNTOCINON,NOVO,188300043,01/10/2029,OCITOCICOS HORMONAIS,11643096000122 - MYLAN LABORATORIOS LTDA,OCITOCINA,,
ERGOMETRIN,SIMILAR,104970126,01/02/2029,OCITOCICOS NAO HORMONAIS,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,MALEATO DE METILERGOMETRINA,,
CORPORE,SIMILAR,100431295,01/03/2030,ORLISTATE,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,ORLISTATE,,
LIPIBLOCK,SIMILAR,105830862,01/01/2027,ORLISTATE,45992062000165 - GERMED FARMACEUTICA LTDA,ORLISTATE,,
LIPOCLIN,SIMILAR,178170849,01/10/2027,ORLISTATE,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,ORLISTATE,,
LIPOXEN,SIMILAR,155840399,01/02/2028,ORLISTATE,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,ORLISTATE,,
LYSTATE,SIMILAR,110130268,01/02/2027,ORLISTATE,44363661000157 - GLENMARK FARMACÊUTICA LTDA,ORLISTATE,,
ORLAX,SIMILAR,155370049,01/04/2026,ORLISTATE,64171697000146 - ACCORD FARMACÊUTICA LTDA,ORLISTATE,,
ORLIBESI,SIMILAR,126750256,01/01/2027,ORLISTATE,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,ORLISTATE,,
ORLIPID,SIMILAR,135690707,01/01/2027,ORLISTATE,00923140000131 - EMS SIGMA PHARMA LTDA,ORLISTATE,,
ORLISTATE,GENÉRICO,102351042,01/08/2026,ORLISTATE,57507378000365 - EMS S/A,ORLISTATE,,
ORLISTATE,GENÉRICO,155370045,01/09/2025,ORLISTATE,64171697000146 - ACCORD FARMACÊUTICA LTDA,ORLISTATE,,
ORLISTATE,GENÉRICO,125680258,01/02/2027,ORLISTATE,73856593000166 - PRATI DONADUZZI & CIA LTDA,ORLISTATE,,
ORLISTATE,GENÉRICO,105730748,01/07/2030,ORLISTATE,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,ORLISTATE,,
ORLISTATE,GENÉRICO,100431315,01/08/2030,ORLISTATE,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,ORLISTATE,,
SFINGE,SIMILAR,105730751,01/09/2030,ORLISTATE,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,ORLISTATE,,
SILUESTAT,SIMILAR,102351209,01/05/2027,ORLISTATE,57507378000365 - EMS S/A,ORLISTATE,,
TAT,SIMILAR,103720293,01/06/2030,ORLISTATE,43312503000105 - SUPERA FARMA LABORATÓRIOS S.A,ORLISTATE,,
TOR,SIMILAR,123520268,01/06/2030,ORLISTATE,73663650000190 - RANBAXY FARMACÊUTICA LTDA,ORLISTATE,,
XENILIPI,SIMILAR,167730520,01/02/2027,ORLISTATE,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,ORLISTATE,,
orlistate,GENÉRICO,155840527,01/09/2026,ORLISTATE,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,ORLISTATE,,
orlistate,GENÉRICO,105830851,01/01/2027,ORLISTATE,45992062000165 - GERMED FARMACEUTICA LTDA,ORLISTATE,,
orlistate,GENÉRICO,126750251,01/01/2027,ORLISTATE,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,ORLISTATE,,
orlistate,GENÉRICO,167730493,01/01/2027,ORLISTATE,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,ORLISTATE,,
orlistate,GENÉRICO,183260295,01/10/2028,ORLISTATE,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,ORLISTATE,,
orlistate,GENÉRICO,123520257,01/08/2029,ORLISTATE,73663650000190 - RANBAXY FARMACÊUTICA LTDA,ORLISTATE,,
sidelg,SIMILAR,183260292,01/09/2028,ORLISTATE,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,ORLISTATE,,
ORLIBESI,SIMILAR,118190387,01/01/2027,ORLISTATE,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,ORLISTATE,,
orlistate,GENÉRICO,118190388,01/01/2027,ORLISTATE,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,ORLISTATE,,
ZERBAXA,NOVO,100290200,01/01/2033,OUTRAS CEFALOSPORINAS E PENEMICOS,45987013000134 - ORGANON FARMACÊUTICA LTDA.,SULFATO DE CEFTOLOZANA +  TAZOBACTAM SÓDICO,,
ZERBAXA,NOVO,101710231,01/01/2033,OUTRAS CEFALOSPORINAS E PENEMICOS,03560974000118 - MERCK SHARP & DOHME FARMACEUTICA LTDA.,SULFATO DE CEFTOLOZANA +  TAZOBACTAM SÓDICO,,
EMGALITY,BIOLÓGICO,112600200,01/07/2029,OUTRAS PREPARAÇÕES ANTIENXAQUECA,43940618000144 - ELI LILLY DO BRASIL LTDA,GALCANEZUMABE,,
PETAMIG,FITOTERÁPICO,118600103,01/05/2032,OUTRAS PREPARAÇÕES ANTIENXAQUECA,78950011000120 - HERBARIUM LABORATORIO BOTANICO LTDA,PETASITES HYBRIDUS (L.) GAERTN. +  B. MEY. ET SCHERB,,
EMGALITY,BIOLÓGICO,100330224,01/07/2029,OUTRAS PREPARAÇÕES ANTIENXAQUECA,61230314000175 - LIBBS FARMACÊUTICA LTDA,GALCANEZUMABE,,
DECADRON NASAL,SIMILAR,105730298,01/04/2029,OUTRAS PREPARACOES PARA TERAPIA SINTOMATICA NASAL,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CLORIDRATO DE FENILEFRINA +  FOSFATO DISSÓDICO DE DEXAMETASONA +  SULFATO DE NEOMICINA,,
HIDROCIN,NOVO,105730312,01/10/2029,OUTRAS PREPARACOES PARA TERAPIA SINTOMATICA NASAL,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CLORIDRATO DE NAFAZOLINA +  FOSFATO DISSÓDICO DE DEXAMETASONA +  SULFATO DE NEOMICINA,,
RINGER COM LACTÁTO DE SÓDIO,ESPECÍFICO,111200004,01/01/2026,OUTRAS SOL P/ REPOS  HIDROELETROLITICA E ALIM  PARENTERAL,36526169000127 - BASAL INDUSTRIA FARMACEUTICA LTDA,CLORETO DE SÓDIO +  CLORETO DE POTÁSSIO +  CLORETO DE CÁLCIO DIIDRATADO +  LACTATO DE SÓDIO,,
GLICOSE,,100410107,01/11/2027,OUTRAS SOL P/ REPOS  HIDROELETROLITICA E ALIM  PARENTERAL,49324221000104 - FRESENIUS KABI BRASIL LTDA,GLICOSE,,
RINGER,ESPECÍFICO,100410115,01/10/2027,OUTRAS SOL P/ REPOS  HIDROELETROLITICA E ALIM  PARENTERAL,49324221000104 - FRESENIUS KABI BRASIL LTDA,CLORETO DE CÁLCIO 2H2O +  CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO,,
RINGER COM LACTÁTO DE SÓDIO,ESPECÍFICO,107250305,01/01/2026,OUTRAS SOL P/ REPOS  HIDROELETROLITICA E ALIM  PARENTERAL,88610555000104 - INDUSTRIA FARMACEUTICA BASA LTDA,CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO +  LACTATO DE SÓDIO +  CLORETO DE CÁLCIO DIIDRATADO +  ÁGUA PARA INJETÁVEIS QSP,,
AGRYLIN,NOVO,106390302,01/12/2027,OUTROS AGENTES ANTINEOPLÁSICOS,60397775000174 - TAKEDA PHARMA LTDA.,CLORIDRATO DE ANAGRELIDA,,
EVOBRIG,NOVO,106390281,01/12/2029,OUTROS AGENTES ANTINEOPLÁSICOS,60397775000174 - TAKEDA PHARMA LTDA.,BRIGATINIBE,,
Erfandel,NOVO,112363433,01/09/2029,OUTROS AGENTES ANTINEOPLÁSICOS,51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA,ERDAFITINIBE,,
KYPROLIS,NOVO,102440010,01/06/2026,OUTROS AGENTES ANTINEOPLÁSICOS,18774815000193 - AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,CARFILZOMIBE,,
Kymriah,PRODUTO DE T,100681180,01/02/2032,OUTROS AGENTES ANTINEOPLÁSICOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,TISAGENLECLEUCEL,,
Lynparza,NOVO,116180255,01/01/2027,OUTROS AGENTES ANTINEOPLÁSICOS,60318797000100 - ASTRAZENECA DO BRASIL LTDA,OLAPARIBE,,
Lynparza comprimidos,NOVO,116180268,01/10/2028,OUTROS AGENTES ANTINEOPLÁSICOS,60318797000100 - ASTRAZENECA DO BRASIL LTDA,OLAPARIBE,,
NINLARO,NOVO,106390278,01/02/2028,OUTROS AGENTES ANTINEOPLÁSICOS,60397775000174 - TAKEDA PHARMA LTDA.,CITRATO DE IXAZOMIBE,,
Tagrisso,NOVO,116180254,01/12/2026,OUTROS AGENTES ANTINEOPLÁSICOS,60318797000100 - ASTRAZENECA DO BRASIL LTDA,MESILATO DE OSIMERTINIBE,,
VENCLEXTA,NOVO,198600014,01/07/2028,OUTROS AGENTES ANTINEOPLÁSICOS,15800545000150 - ABBVIE FARMACÊUTICA LTDA.,VENETOCLAX,,
ZEJULA,NOVO,101070349,01/03/2024,OUTROS AGENTES ANTINEOPLÁSICOS,33247743000110 - GLAXOSMITHKLINE BRASIL LTDA,TOSILATO DE NIRAPARIBE MONOIDRATADO,,
EXKIVITY,NOVO,106390308,,OUTROS AGENTES ANTINEOPLÁSICOS,60397775000174 - TAKEDA PHARMA LTDA.,SUCCINATO DE MOBOCERTINIBE,,
EPKINLY,BIOLÓGICO,198600021,01/12/2026,OUTROS AGENTES ANTINEOPLÁSICOS,15800545000150 - ABBVIE FARMACÊUTICA LTDA.,EPCORITAMABE,,
ADZYNMA,BIOLÓGICO,106390310,01/12/2034,OUTROS AGENTES ANTITROMBÓTICOS,60397775000174 - TAKEDA PHARMA LTDA.,ALFA-APADANTASE +  ALFACINAXADANTASE,,
Adakveo,BIOLÓGICO,100681169,01/03/2023,OUTROS AGENTES HEMATOLÓGICOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,CRIZANLIZUMABE,,
ORLADEYO,NOVO,139000005,01/04/2034,OUTROS AGENTES HEMATOLÓGICOS,21896000000191 - PINT PHARMA PRODUTOS MEDICO-HOSPITALARES E FARMACEUTICOS LTDA,DICLORIDRATO DE BEROTRALSTATE,,
REVLIMID,NOVO,101800410,01/12/2027,OUTROS AGENTES IMUNOSSUPRESSORES,56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,LENALIDOMIDA,,
lenalidomida,GENÉRICO,100431441,,OUTROS AGENTES IMUNOSSUPRESSORES,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,LENALIDOMIDA,,
NUVYOR,SIMILAR,100431442,01/07/2032,OUTROS AGENTES IMUNOSSUPRESSORES,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,LENALIDOMIDA,,
EGURINEL,SIMILAR,122140114,01/04/2030,OUTROS AGENTES IMUNOSSUPRESSORES + PIFENIDONA,55980684000127 - ZODIAC PRODUTOS FARMACÊUTICOS S/A,PIRFENIDONA,,
LOJUXTA®,NOVO,175040001,01/12/2023,OUTROS AGENTES MODIFICADORES DE LIPÍDEOS,14555259000103 - AMRYT BRASIL COMERCIO E IMPORTACAO DE MEDICAMENTOS LTDA,MESILATO DE LOMITAPIDA,,
WAYLIVRA,NOVO,157700003,01/08/2024,OUTROS AGENTES MODIFICADORES DE LIPÍDEOS,25210463000109 - PTC FARMACEUTICA DO BRASIL LTDA.,VOLANESORSENA SÓDICA,,
LOJUXTA®,NOVO,100580124,01/12/2028,OUTROS AGENTES MODIFICADORES DE LIPÍDEOS,61363032000146 - CHIESI FARMACÊUTICA LTDA,MESILATO DE LOMITAPIDA,,
CETRIZIN MG,SIMILAR,100820143,01/09/2004,OUTROS ANTIALERGICOS,60499639000195 - ABBOTT PRODUTOS PARA SAÚDE LTDA.,DICLORIDRATO DE CETIRIZINA,,
FASENRA,BIOLÓGICO,116180267,01/06/2028,OUTROS ANTIALERGICOS,60318797000100 - ASTRAZENECA DO BRASIL LTDA,BENRALIZUMABE,,
XOLAIR,BIOLÓGICO,100680983,01/10/2029,OUTROS ANTIALERGICOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,OMALIZUMABE,,
ETNA,SIMILAR,104440050,01/04/2029,OUTROS ANTIANEMICOS,33145194000172 - LABORATÓRIO GROSS S. A.,ACETATO DE HIDROXOCOBALAMINA +  CITIDINA 5''-MONOFOSFATO DISSÓDICO +  FOSFATO DISSÓDICO DE CITIDINA +  URIDINA-5''-TRIFOSFATO TRISSÓDICA +  TRIFOSFATO TRISSÓDICO DE URIDINA,,
HEMAX ERITRON,NOVO,105730530,01/05/2030,OUTROS ANTIANEMICOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,ALFAEPOETINA,,
DIODARONE,SIMILAR,108580045,01/12/2004,OUTROS ANTIANGINOSOS,51603488000182 - PRODOTTI LABORATÓRIO FARMACÊUTICO LTDA.,,,
VASOTON,SIMILAR,116370113,01/07/2029,OUTROS ANTIANGINOSOS,58430828000160 - BLAU FARMACÊUTICA S.A.,CLORIDRATO DE VERAPAMIL,,
Sivextro,NOVO,100290201,01/12/2032,OUTROS ANTIBACTERIANOS PARA USO SISTÊMICO,45987013000134 - ORGANON FARMACÊUTICA LTDA.,FOSFATO DE TEDIZOLIDA,,
Sivextro,NOVO,100290202,01/12/2032,OUTROS ANTIBACTERIANOS PARA USO SISTÊMICO,45987013000134 - ORGANON FARMACÊUTICA LTDA.,FOSFATO DE TEDIZOLIDA,,
Sivextro,NOVO,101710227,01/12/2032,OUTROS ANTIBACTERIANOS PARA USO SISTÊMICO,03560974000118 - MERCK SHARP & DOHME FARMACEUTICA LTDA.,FOSFATO DE TEDIZOLIDA,,
Sivextro,NOVO,101710230,01/12/2032,OUTROS ANTIBACTERIANOS PARA USO SISTÊMICO,03560974000118 - MERCK SHARP & DOHME FARMACEUTICA LTDA.,FOSFATO DE TEDIZOLIDA,,
Brivlera,NOVO,123610090,01/09/2029,OUTROS ANTIEPILÉTICOS,64711500000114 - UCB BIOPHARMA LTDA.,BRIVARACETAM,,
Brivlera,NOVO,123610091,01/09/2029,OUTROS ANTIEPILÉTICOS,64711500000114 - UCB BIOPHARMA LTDA.,BRIVARACETAM,,
Brivlera,NOVO,123610092,01/09/2029,OUTROS ANTIEPILÉTICOS,64711500000114 - UCB BIOPHARMA LTDA.,BRIVARACETAM,,
Fycompa,NOVO,125760029,01/05/2026,OUTROS ANTIEPILÉTICOS,68949239000146 - UNITED MEDICAL LTDA,PERAMPANEL,,
JOLIK,NOVO,100330222,,OUTROS ANTIEPILÉTICOS,61230314000175 - LIBBS FARMACÊUTICA LTDA,PREGABALINA,,
